bench,bank11,bank12,bank21,bank22,unroll1,unroll2,unroll3,target_clk,estimate_clk,est_min_lat,est_max_lat,est_bram,est_dsp,est_ff,est_lut,est_read_lat,est_compute_lat,est_write_lat
gemm-dse:gemm-1-3-3-2-4-1-4,2,4,4,3,8,2,8,4.0,2.92,122921,122921,114,2050,148187,56125,32777,73737,16401
gemm-dse:gemm-1-1-0-2-1-0-2,2,2,1,3,2,1,4,4.0,2.92,1556511,1556511,102,66,9137,5638,32777,1507328,16401
gemm-dse:gemm-2-0-1-2-1-2-2,3,1,2,3,2,4,4,4.0,2.92,442436,442436,116,514,44729,32032,32778,393252,16400
gemm-dse:gemm-3-2-1-1-4-0-0,4,3,2,2,8,1,1,4.0,2.92,6901781,6901781,130,50,15383,10855,32777,6852608,16391
gemm-dse:gemm-3-2-0-3-2-3-1,4,3,1,4,4,6,2,4.0,2.92,180277,180277,130,1026,80065,50461,32777,131103,16391
gemm-dse:gemm-1-2-2-0-1-0-3,2,3,3,1,2,1,6,4.0,2.92,2179114,2179114,122,66,12956,9268,32778,2129930,16401
gemm-dse:gemm-0-1-1-0-0-4-4,1,2,2,1,1,8,8,4.0,2.92,1359893,1359893,92,192,16915,14322,32776,1310720,16391
gemm-dse:gemm-3-2-3-3-4-1-4,4,3,4,4,8,2,8,4.0,2.92,81964,81964,130,2050,158060,76692,32777,32791,16390
gemm-dse:gemm-1-3-0-2-1-2-3,2,4,1,3,2,4,6,4.0,2.92,245801,245801,102,410,34626,18239,32777,196617,16401
gemm-dse:gemm-0-2-0-2-1-4-0,1,3,1,3,2,8,1,4.0,2.92,10453023,10453023,110,100,20409,12432,32777,10403840,16401
gemm-dse:gemm-2-1-1-3-2-4-3,3,2,2,4,4,8,6,4.0,2.92,229420,229420,118,1024,79187,41500,32777,180247,16390
gemm-dse:gemm-1-3-1-2-0-4-4,2,4,2,3,1,8,8,4.0,2.92,835625,835625,108,254,23250,15909,32777,786442,16400
gemm-dse:gemm-0-0-0-1-0-0-1,1,1,1,2,1,1,2,4.0,2.92,2146331,2146331,90,20,3768,4017,32776,2097158,16391
gemm-dse:gemm-0-0-2-3-2-3-3,1,1,3,4,4,6,6,4.0,2.92,573487,573487,108,960,74127,34469,32777,524303,16401
gemm-dse:gemm-3-2-0-1-4-4-2,4,3,1,2,8,8,4,4.0,2.92,311445,311445,128,2050,156995,74915,32777,262271,16391
gemm-dse:gemm-2-0-1-1-1-4-3,3,1,2,2,2,8,6,4.0,2.92,442426,442426,106,512,43726,29841,32777,393252,16391
gemm-dse:gemm-0-1-2-1-1-3-1,1,2,3,2,2,6,2,4.0,2.92,573482,573482,104,328,28464,16338,32777,524298,16401
gemm-dse:gemm-1-0-3-1-2-4-4,2,1,4,2,4,8,8,4.0,2.92,311330,311330,94,960,70341,30942,32776,262158,16390
gemm-dse:gemm-0-1-1-0-4-0-1,1,2,2,1,8,1,2,4.0,2.92,2514964,2514964,92,256,21001,10144,32776,2465792,16391
gemm-dse:gemm-0-1-3-3-0-4-3,1,2,4,4,1,8,6,4.0,2.92,1097754,1097754,94,96,10034,6980,32776,1048582,16390
gemm-dse:gemm-0-0-3-2-1-0-0,1,1,4,3,2,1,1,4.0,2.92,6750239,6750239,108,8,4689,5030,32777,6701056,16401
gemm-dse:gemm-2-1-1-1-2-2-3,3,2,2,2,4,4,6,4.0,2.92,180273,180273,118,1024,80817,41667,32777,131099,16391
gemm-dse:gemm-1-2-0-3-3-4-1,2,3,1,4,6,8,2,4.0,2.92,199967,199967,118,1548,115245,48272,32777,150794,16391
gemm-dse:gemm-3-3-0-3-0-4-3,4,4,1,4,1,8,6,4.0,2.92,180252,180252,98,256,21235,8843,32776,131079,16391
gemm-dse:gemm-3-3-0-0-2-1-4,4,4,1,1,4,2,8,4.0,2.92,573522,573522,95,1024,73915,26133,32776,524349,16391
gemm-dse:gemm-2-2-2-0-4-3-0,3,3,3,1,8,6,1,4.0,2.92,32071712,32071712,110,482,92154,55095,32778,32022528,16401
gemm-dse:gemm-0-2-2-3-1-0-4,1,3,3,4,2,1,8,4.0,2.92,3227690,3227690,122,66,12073,10165,32778,3178506,16401
gemm-dse:gemm-3-2-3-3-4-4-1,4,3,4,4,8,8,2,4.0,2.92,81964,81964,130,2050,158060,76692,32777,32791,16390
gemm-dse:gemm-1-1-2-2-3-4-2,2,2,3,3,6,8,4,4.0,2.92,326186,326186,102,1574,114452,43117,32778,277002,16401
gemm-dse:gemm-1-1-3-1-1-1-4,2,2,4,2,2,2,8,4.0,2.92,360474,360474,98,488,37482,15877,32776,311302,16390
gemm-dse:gemm-0-3-1-0-3-2-4,1,4,2,1,6,4,8,4.0,2.92,317204,317204,96,1440,102098,34416,32776,268032,16391
gemm-dse:gemm-3-1-1-1-1-1-0,4,2,2,2,2,2,1,4.0,2.92,7831572,7831572,98,16,3458,4212,32776,7782400,16391
gemm-dse:gemm-1-0-2-2-0-3-3,2,1,3,3,1,6,6,4.0,2.92,1097772,1097772,98,146,16548,18966,32778,1048587,16401
gemm-dse:gemm-2-2-2-1-2-0-1,3,3,3,2,4,1,2,4.0,2.92,2113578,2113578,116,130,23919,30876,32778,2064394,16401
gemm-dse:gemm-2-3-3-0-3-3-1,3,4,4,1,6,6,2,4.0,2.92,333077,333077,130,1560,114895,42509,32777,283904,16391
gemm-dse:gemm-1-3-1-1-0-4-1,2,4,2,2,1,8,2,4.0,2.92,376860,376860,98,224,19554,12130,32776,327687,16391
gemm-dse:gemm-2-2-1-2-0-2-0,3,3,2,3,1,4,1,4.0,2.92,13811754,13811754,116,30,7772,8202,32778,13762571,16400
gemm-dse:gemm-2-1-0-2-0-0-4,3,2,1,3,1,1,8,4.0,2.92,1097785,1097785,122,36,10703,10302,32778,1048596,16401
gemm-dse:gemm-3-2-3-2-3-2-4,4,3,4,3,6,4,8,4.0,2.92,367913,367913,146,1550,118507,62725,32777,318730,16401
gemm-dse:gemm-3-2-0-1-0-4-0,4,3,1,2,1,8,1,4.0,2.92,10633237,10633237,128,50,10058,8880,32777,10584064,16391
gemm-dse:gemm-3-3-0-3-1-4-0,4,4,1,4,2,8,1,4.0,2.92,7667732,7667732,98,64,7680,7870,32776,7618560,16391
gemm-dse:gemm-1-0-3-1-0-2-0,2,1,4,2,1,4,1,4.0,2.92,7716883,7716883,94,16,3758,3880,32776,7667712,16390
gemm-dse:gemm-1-3-1-3-4-0-3,2,4,2,4,8,1,6,4.0,2.92,1331219,1331219,98,256,23430,11574,32776,1282048,16390
gemm-dse:gemm-2-3-3-2-4-2-2,3,4,4,3,8,4,4,4.0,2.92,122936,122936,146,2050,158706,70616,32778,73751,16401
gemm-dse:gemm-2-3-0-2-2-1-3,3,4,1,3,4,2,6,4.0,2.92,245819,245819,134,1026,84750,45279,32778,196634,16401
gemm-dse:gemm-3-1-0-3-4-3-4,4,2,1,4,8,6,8,4.0,2.92,180276,180276,98,2048,141613,50218,32776,131103,16391
gemm-dse:gemm-2-1-3-3-4-4-0,3,2,4,4,8,8,1,4.0,2.92,10346516,10346516,118,256,57999,42375,32777,10297344,16390
gemm-dse:gemm-2-3-0-3-3-0-3,3,4,1,4,6,1,6,4.0,2.92,1608725,1608725,130,216,24034,15161,32777,1559552,16391
gemm-dse:gemm-3-2-3-2-3-3-0,4,3,4,3,6,6,1,4.0,2.92,32855839,32855839,146,374,73027,47463,32777,32806656,16401
gemm-dse:gemm-3-3-1-1-2-1-0,4,4,2,2,4,2,1,4.0,2.92,7823380,7823380,98,32,4930,6196,32776,7774208,16391
gemm-dse:gemm-1-3-3-2-0-4-1,2,4,4,3,1,8,2,4.0,2.92,344105,344105,114,130,15703,13519,32777,294921,16401
gemm-dse:gemm-0-2-1-3-1-1-3,1,3,2,4,2,2,6,4.0,2.92,442436,442436,106,514,45224,43964,32777,393263,16390
gemm-dse:gemm-0-3-3-2-4-4-1,1,4,4,3,8,8,2,4.0,2.92,122928,122928,114,2050,150385,57402,32777,73744,16401
gemm-dse:gemm-2-0-3-1-3-3-3,3,1,4,2,6,6,6,4.0,2.92,272148,272148,106,1448,108667,41352,32777,222976,16390
gemm-dse:gemm-1-0-3-3-3-2-1,2,1,4,4,6,4,2,4.0,2.92,229907,229907,94,1440,104648,36154,32776,180736,16390
gemm-dse:gemm-1-2-2-0-0-0-2,2,3,3,1,1,1,4,4.0,2.92,1097781,1097781,122,48,10386,11992,32778,1048593,16401
gemm-dse:gemm-0-1-2-0-2-1-3,1,2,3,1,4,2,6,4.0,2.92,573482,573482,98,1024,79508,34150,32777,524298,16401
gemm-dse:gemm-2-2-1-2-3-3-1,3,3,2,3,6,6,2,4.0,2.92,390697,390697,116,1588,143323,55994,32778,341514,16400
gemm-dse:gemm-3-2-0-3-3-1-4,4,3,1,4,6,2,8,4.0,2.92,195871,195871,130,1548,116292,51692,32777,146698,16391
gemm-dse:gemm-0-2-2-3-0-1-3,1,3,3,4,1,2,6,4.0,2.92,835663,835663,122,258,28744,38995,32778,786478,16401
gemm-dse:gemm-0-2-2-1-1-4-3,1,3,3,2,2,8,6,4.0,2.92,475204,475204,116,514,47641,45660,32778,426019,16401
gemm-dse:gemm-0-1-3-0-3-2-4,1,2,4,1,6,4,8,4.0,2.92,348180,348180,94,1512,107769,36970,32776,299008,16391
gemm-dse:gemm-1-3-3-3-3-2-1,2,4,4,4,6,4,2,4.0,2.92,145427,145427,98,1532,108409,37245,32776,96256,16390
gemm-dse:gemm-2-3-3-2-4-4-1,3,4,4,3,8,8,2,4.0,2.92,122936,122936,146,2050,158706,70616,32778,73751,16401
gemm-dse:gemm-2-0-3-3-3-4-3,3,1,4,4,6,8,6,4.0,2.92,222228,222228,106,1476,110842,42137,32777,173056,16390
gemm-dse:gemm-3-1-0-0-4-2-2,4,2,1,1,8,4,4,4.0,2.92,573586,573586,95,2048,143861,51157,32776,524413,16391
gemm-dse:gemm-0-2-1-0-3-4-4,1,3,2,1,6,8,8,4.0,2.92,355359,355359,104,1550,114945,49355,32777,306186,16391
gemm-dse:gemm-1-1-2-1-0-4-1,2,2,3,2,1,8,2,4.0,2.92,770080,770080,108,136,14690,10070,32777,720896,16401
gemm-dse:gemm-0-0-0-3-4-1-3,1,1,1,4,8,2,6,4.0,2.92,311357,311357,92,2048,148054,54458,32776,262184,16391
gemm-dse:gemm-2-2-3-1-2-3-2,3,3,4,2,4,6,4,4.0,2.92,573533,573533,106,1026,85837,47679,32778,524359,16390
gemm-dse:gemm-3-1-3-0-3-3-0,4,2,4,1,6,6,1,4.0,2.92,12054036,12054036,98,144,17123,17547,32776,12004864,16391
gemm-dse:gemm-0-0-1-3-3-4-3,1,1,2,4,6,8,6,4.0,2.92,334611,334611,92,1088,78988,27691,32776,285440,16390
gemm-dse:gemm-3-0-2-1-4-4-3,4,1,3,2,8,8,6,4.0,2.92,442411,442411,108,2048,151607,56391,32777,393227,16401
gemm-dse:gemm-1-3-3-3-4-2-0,2,4,4,4,8,4,1,4.0,2.92,7753747,7753747,98,128,13947,13159,32776,7704576,16390
gemm-dse:gemm-0-1-1-2-3-1-1,1,2,2,3,6,2,2,4.0,2.92,381736,381736,104,1548,112367,42298,32777,332554,16400
gemm-dse:gemm-3-1-2-2-3-2-0,4,2,3,3,6,4,1,4.0,2.92,11270176,11270176,102,134,21139,20121,32778,11220992,16401
gemm-dse:gemm-0-1-1-1-1-4-0,1,2,2,2,2,8,1,4.0,2.92,7667732,7667732,94,64,7179,6097,32776,7618560,16391
gemm-dse:gemm-3-0-0-0-1-0-2,4,1,1,1,2,1,4,4.0,2.92,1097748,1097748,95,64,7802,4885,32776,1048576,16391
gemm-dse:gemm-3-3-2-2-0-3-1,4,4,3,3,1,6,2,4.0,2.92,344107,344107,102,258,24372,12177,32778,294922,16401
gemm-dse:gemm-2-0-0-0-2-3-1,3,1,1,1,4,6,2,4.0,2.92,573525,573525,103,1024,82864,41259,32777,524351,16391
gemm-dse:gemm-0-2-3-2-4-2-2,1,3,4,3,8,4,4,4.0,2.92,147523,147523,122,2054,155813,85247,32777,98339,16401
gemm-dse:gemm-0-3-3-3-4-0-2,1,4,4,4,8,1,4,4.0,2.92,2379795,2379795,98,256,21893,12287,32776,2330624,16390
gemm-dse:gemm-0-3-0-2-3-2-4,1,4,1,3,6,4,8,4.0,2.92,423465,423465,102,1550,114375,42470,32777,374282,16401
gemm-dse:gemm-3-0-0-3-0-2-0,4,1,1,4,1,4,1,4.0,2.92,7716884,7716884,98,16,3311,3490,32776,7667712,16391
gemm-dse:gemm-2-1-0-3-4-3-3,3,2,1,4,8,6,6,4.0,2.92,180276,180276,118,2048,155051,64516,32777,131102,16391
gemm-dse:gemm-3-2-0-3-3-3-1,4,3,1,4,6,6,2,4.0,2.92,195871,195871,130,1548,116292,51692,32777,146698,16391
gemm-dse:gemm-3-0-2-1-3-1-0,4,1,3,2,6,2,1,4.0,2.92,8566815,8566815,108,72,11263,8324,32777,8517632,16401
gemm-dse:gemm-2-3-1-0-0-1-0,3,4,2,1,1,2,1,4.0,2.92,13418528,13418528,128,8,4373,4594,32777,13369355,16391
gemm-dse:gemm-1-2-3-2-1-1-4,2,3,4,3,2,2,8,4.0,2.92,442429,442429,134,518,47258,46507,32777,393245,16401
gemm-dse:gemm-1-1-0-3-3-0-4,2,2,1,4,6,1,8,4.0,2.92,1374228,1374228,98,192,18474,8662,32776,1325056,16391
gemm-dse:gemm-1-1-2-1-1-3-0,2,2,3,2,2,6,1,4.0,2.92,12042271,12042271,108,48,8120,9048,32777,11993088,16401
gemm-dse:gemm-3-3-2-0-1-1-1,4,4,3,1,2,2,2,4.0,2.92,606249,606249,102,512,41337,17806,32777,557065,16401
gemm-dse:gemm-0-3-0-1-0-2-1,1,4,1,2,1,4,2,4.0,2.92,573470,573470,96,128,12471,11008,32776,524297,16391
gemm-dse:gemm-2-1-0-1-1-4-2,3,2,1,2,2,8,4,4.0,2.92,311345,311345,116,512,44253,29908,32777,262171,16391
gemm-dse:gemm-3-0-1-0-4-4-2,4,1,2,1,8,8,4,4.0,2.92,311317,311317,96,2048,141619,51359,32776,262144,16391
gemm-dse:gemm-0-1-1-3-1-0-4,1,2,2,4,2,1,8,4.0,2.92,2392083,2392083,94,64,7065,4739,32776,2342912,16390
gemm-dse:gemm-2-1-1-1-3-3-0,3,2,2,2,6,6,1,4.0,2.92,16205845,16205845,118,168,36832,29192,32777,16156672,16391
gemm-dse:gemm-3-0-1-0-4-0-0,4,1,2,1,8,1,1,4.0,2.92,6541332,6541332,96,32,5529,5187,32776,6492160,16391
gemm-dse:gemm-2-2-1-1-1-0-0,3,3,2,2,2,1,1,4.0,2.92,7258134,7258134,106,14,5408,5250,32778,7208960,16391
gemm-dse:gemm-2-1-3-3-0-1-1,3,2,4,4,1,2,2,4.0,2.92,442406,442406,118,256,24322,13195,32777,393233,16390
gemm-dse:gemm-2-3-0-1-4-4-0,3,4,1,2,8,8,1,4.0,2.92,10608661,10608661,128,256,66239,42289,32777,10559488,16391
gemm-dse:gemm-0-0-2-2-4-1-1,1,1,3,3,8,2,2,4.0,2.92,344142,344142,96,2052,157031,69717,32778,294957,16401
gemm-dse:gemm-2-3-2-3-3-2-1,3,4,3,4,6,4,2,4.0,2.92,126495,126495,146,1536,111186,41510,32777,77312,16401
gemm-dse:gemm-1-2-1-1-1-1-0,2,3,2,2,2,2,1,4.0,2.92,13074453,13074453,118,26,6455,6247,32777,13025280,16391
gemm-dse:gemm-3-2-3-2-1-1-1,4,3,4,3,2,2,2,4.0,2.92,442417,442417,146,516,49450,46195,32777,393233,16401
gemm-dse:gemm-1-3-2-2-1-3-2,2,4,3,3,2,6,4,4.0,2.92,344107,344107,102,514,43524,22540,32778,294922,16401
gemm-dse:gemm-1-3-1-1-3-3-1,2,4,2,2,6,6,2,4.0,2.92,216852,216852,98,1536,108339,35688,32776,167680,16391
gemm-dse:gemm-0-3-1-3-1-0-2,1,4,2,4,2,1,4,4.0,2.92,2392083,2392083,98,64,7068,4922,32776,2342912,16390
gemm-dse:gemm-1-3-0-1-1-2-2,2,4,1,2,2,4,4,4.0,2.92,311330,311330,96,432,34064,16106,32776,262157,16391
gemm-dse:gemm-0-1-0-0-0-1-0,1,2,1,1,1,2,1,4.0,2.92,7782420,7782420,91,8,2539,2746,32776,7733248,16391
gemm-dse:gemm-2-2-1-1-0-1-0,3,3,2,2,1,2,1,4.0,2.92,14729249,14729249,106,14,4776,4908,32778,14680075,16391
gemm-dse:gemm-1-1-1-2-2-3-0,2,2,2,3,4,6,1,4.0,2.92,27811870,27811870,108,194,29935,23605,32777,27762688,16400
gemm-dse:gemm-0-0-0-3-4-1-2,1,1,1,4,8,2,4,4.0,2.92,311357,311357,92,2048,148054,54458,32776,262184,16391
gemm-dse:gemm-1-2-1-1-0-1-4,2,3,2,2,1,2,8,4.0,2.92,442415,442415,118,258,27868,37170,32777,393241,16391
gemm-dse:gemm-3-2-2-2-0-3-1,4,3,3,3,1,6,2,4.0,2.92,344115,344115,134,262,29306,36558,32778,294930,16401
gemm-dse:gemm-3-0-1-0-4-2-4,4,1,2,1,8,4,8,4.0,2.92,311317,311317,96,2048,141619,51359,32776,262144,16391
gemm-dse:gemm-2-2-2-0-1-2-2,3,3,3,1,2,4,4,4.0,2.92,1097771,1097771,110,514,49177,35312,32778,1048586,16401
gemm-dse:gemm-2-2-3-3-0-0-3,3,3,4,4,1,1,6,4.0,2.92,835623,835623,106,34,9400,8940,32778,786449,16390
gemm-dse:gemm-2-2-2-3-3-1-1,3,3,3,4,6,2,2,4.0,2.92,136480,136480,122,1574,145743,50728,32778,87296,16401
gemm-dse:gemm-0-0-1-3-0-1-2,1,1,2,4,1,2,4,4.0,2.92,2146330,2146330,92,32,5962,12908,32776,2097158,16390
gemm-dse:gemm-2-2-1-0-0-2-1,3,3,2,1,1,4,2,4.0,2.92,933949,933949,104,258,57065,68353,32778,884774,16391
gemm-dse:gemm-1-3-2-0-3-3-3,2,4,3,1,6,6,6,4.0,2.92,229919,229919,102,1536,108314,36068,32777,180736,16401
gemm-dse:gemm-3-1-1-1-2-0-0,4,2,2,2,4,1,1,4.0,2.92,6545428,6545428,98,16,4151,4621,32776,6496256,16391
gemm-dse:gemm-3-0-2-1-2-0-1,4,1,3,2,4,1,2,4.0,2.92,1409055,1409055,108,128,14303,8658,32777,1359872,16401
gemm-dse:gemm-0-0-1-3-3-1-0,1,1,2,4,6,2,1,4.0,2.92,8064531,8064531,92,4,3752,5121,32776,8015360,16390
gemm-dse:gemm-1-2-2-2-2-4-1,2,3,3,3,4,8,2,4.0,2.92,344120,344120,122,1030,84335,60701,32778,294935,16401
gemm-dse:gemm-3-3-3-2-4-1-2,4,4,4,3,8,2,4,4.0,2.92,98345,98345,114,2050,147924,52858,32777,49161,16401
gemm-dse:gemm-3-0-0-0-3-4-0,4,1,1,1,6,8,1,4.0,2.92,7903252,7903252,95,192,17730,13633,32776,7854080,16391
gemm-dse:gemm-2-0-0-3-1-1-1,3,1,1,4,2,2,2,4.0,2.92,442428,442428,106,512,42970,29749,32777,393254,16391
gemm-dse:gemm-3-2-2-3-2-3-2,4,3,3,4,4,6,4,4.0,2.92,245813,245813,146,1026,82753,53136,32778,196628,16401
gemm-dse:gemm-1-2-0-0-4-4-2,2,3,1,1,8,8,4,4.0,2.92,573569,573569,115,2050,159325,77306,32777,524395,16391
gemm-dse:gemm-0-2-3-2-0-1-4,1,3,4,3,1,2,8,4.0,2.92,835654,835654,122,262,28135,40259,32777,786470,16401
gemm-dse:gemm-1-2-1-1-3-0-2,2,3,2,2,6,1,4,4.0,2.92,2040597,2040597,118,204,25340,20466,32777,1991424,16391
gemm-dse:gemm-2-0-1-0-4-0-0,3,1,2,1,8,1,1,4.0,2.92,7200789,7200789,104,32,10582,8047,32777,7151616,16391
gemm-dse:gemm-3-2-2-0-1-4-0,4,3,3,1,2,8,1,4.0,2.92,10633248,10633248,134,98,21887,15033,32778,10584064,16401
gemm-dse:gemm-0-1-0-2-1-3-2,1,2,1,3,2,6,4,4.0,2.92,573484,573484,98,406,34060,21395,32777,524300,16401
gemm-dse:gemm-0-2-2-3-3-0-2,1,3,3,4,6,1,4,4.0,2.92,3298336,3298336,122,230,30287,19879,32778,3249152,16401
gemm-dse:gemm-2-1-1-0-1-4-2,3,2,2,1,2,8,4,4.0,2.92,311348,311348,116,512,45002,30126,32777,262174,16391
gemm-dse:gemm-3-2-0-3-4-3-4,4,3,1,4,8,6,8,4.0,2.92,180277,180277,130,2050,151639,74261,32777,131103,16391
gemm-dse:gemm-3-1-1-2-0-0-0,4,2,2,3,1,1,1,4.0,2.92,6340649,6340649,108,8,4797,5322,32777,6291466,16400
gemm-dse:gemm-2-1-1-0-0-2-2,3,2,2,1,1,4,4,4.0,2.92,573485,573485,116,256,26598,24533,32777,524311,16391
gemm-dse:gemm-0-3-1-2-2-0-3,1,4,2,3,4,1,6,4.0,2.92,2383902,2383902,108,130,13838,8513,32777,2334720,16400
gemm-dse:gemm-3-2-2-2-4-2-3,4,3,3,3,8,4,6,4.0,2.92,344142,344142,134,2054,166055,89043,32778,294957,16401
gemm-dse:gemm-2-1-0-0-0-3-0,3,2,1,1,1,6,1,4.0,2.92,15613973,15613973,115,24,7602,6836,32777,15564800,16391
gemm-dse:gemm-2-1-2-2-1-1-4,3,2,3,3,2,2,8,4.0,2.92,409656,409656,122,514,47687,34258,32778,360471,16401
gemm-dse:gemm-0-1-2-3-4-2-4,1,2,3,4,8,4,8,4.0,2.92,249919,249919,110,2016,149867,56738,32777,200735,16401
gemm-dse:gemm-1-3-0-1-2-3-2,2,4,1,2,4,6,4,4.0,2.92,311345,311345,96,1024,73375,28443,32776,262172,16391
gemm-dse:gemm-3-1-3-3-0-1-3,4,2,4,4,1,2,6,4.0,2.92,311322,311322,98,196,17816,9148,32776,262150,16390
gemm-dse:gemm-0-1-3-3-4-0-4,1,2,4,4,8,1,8,4.0,2.92,2379795,2379795,94,256,21920,11292,32776,2330624,16390
gemm-dse:gemm-1-2-0-2-4-1-1,2,3,1,3,8,2,2,4.0,2.92,245840,245840,122,2054,157217,83249,32777,196656,16401
gemm-dse:gemm-2-2-0-2-0-1-4,3,3,1,3,1,2,8,4.0,2.92,2146370,2146370,110,262,30714,28719,32778,2097185,16401
gemm-dse:gemm-2-0-0-0-3-0-1,3,1,1,1,6,1,2,4.0,2.92,1811477,1811477,103,216,23703,13979,32777,1762304,16391
gemm-dse:gemm-2-0-2-2-0-0-2,3,1,3,3,1,1,4,4.0,2.92,2146366,2146366,110,36,9082,8466,32778,2097174,16401
gemm-dse:gemm-0-2-2-1-1-0-2,1,3,3,2,2,1,4,4.0,2.92,3194922,3194922,116,66,11828,11338,32778,3145738,16401
gemm-dse:gemm-1-0-1-0-4-1-0,2,1,2,1,8,2,1,4.0,2.92,7819284,7819284,92,64,7461,6432,32776,7770112,16391
gemm-dse:gemm-0-3-2-2-3-1-2,1,4,3,3,6,2,4,4.0,2.92,326186,326186,102,1574,114113,43086,32778,277002,16401
gemm-dse:gemm-2-1-2-1-0-1-1,3,2,3,2,1,2,2,4.0,2.92,442423,442423,128,256,26611,25010,32777,393239,16401
gemm-dse:gemm-0-2-1-2-0-1-3,1,3,2,3,1,2,6,4.0,2.92,835650,835650,116,262,27043,40794,32777,786467,16400
gemm-dse:gemm-3-0-2-3-1-4-0,4,1,3,4,2,8,1,4.0,2.92,8011807,8011807,114,64,9206,8599,32777,7962624,16401
gemm-dse:gemm-3-3-2-1-4-3-3,4,4,3,2,8,6,6,4.0,2.92,376874,376874,108,2048,148401,52745,32777,327690,16401
gemm-dse:gemm-3-3-2-1-3-4-1,4,4,3,2,6,8,2,4.0,2.92,163615,163615,108,1560,110457,38044,32777,114432,16401
gemm-dse:gemm-2-1-0-2-4-0-1,3,2,1,3,8,1,2,4.0,2.92,1769514,1769514,122,258,30368,30224,32778,1720330,16401
gemm-dse:gemm-2-2-1-1-3-4-2,3,3,2,2,6,8,4,4.0,2.92,270870,270870,106,1574,141265,50122,32778,221696,16391
gemm-dse:gemm-2-1-1-3-3-4-1,3,2,2,4,6,8,2,4.0,2.92,163604,163604,118,1280,95352,36523,32777,114432,16390
gemm-dse:gemm-0-3-0-3-3-3-4,1,4,1,4,6,6,8,4.0,2.92,188948,188948,98,1408,98662,33395,32776,139776,16391
gemm-dse:gemm-0-1-0-1-4-3-3,1,2,1,2,8,6,6,4.0,2.92,311380,311380,92,1968,139108,49597,32776,262207,16391
gemm-dse:gemm-1-2-0-3-3-4-3,2,3,1,4,6,8,6,4.0,2.92,199967,199967,118,1548,115245,48272,32777,150794,16391
gemm-dse:gemm-0-2-1-0-3-1-3,1,3,2,1,6,2,6,4.0,2.92,355359,355359,104,1550,114945,49355,32777,306186,16391
gemm-dse:gemm-0-0-1-3-1-3-2,1,1,2,4,2,6,4,4.0,2.92,1097762,1097762,92,224,19648,17226,32776,1048590,16390
gemm-dse:gemm-3-2-2-2-2-0-2,4,3,3,3,4,1,4,4.0,2.92,1818666,1818666,134,134,24531,14925,32778,1769482,16401
gemm-dse:gemm-1-2-2-0-0-1-1,2,3,3,1,1,2,2,4.0,2.92,573496,573496,122,258,29646,38003,32778,524311,16401
gemm-dse:gemm-0-2-2-1-2-2-2,1,3,3,2,4,4,4,4.0,2.92,442436,442436,116,1026,83835,58676,32778,393251,16401
gemm-dse:gemm-3-1-3-2-2-2-1,4,2,4,3,4,4,2,4.0,2.92,114731,114731,114,1026,78391,32193,32777,65547,16401
gemm-dse:gemm-1-2-3-0-1-4-0,2,3,4,1,2,8,1,4.0,2.92,10616863,10616863,118,98,18703,15736,32777,10567690,16391
gemm-dse:gemm-0-1-1-0-1-2-2,1,2,2,1,2,4,4,4.0,2.92,573471,573471,92,448,35091,19873,32776,524298,16391
gemm-dse:gemm-3-3-1-3-3-4-0,4,4,2,4,6,8,1,4.0,2.92,7903251,7903251,98,192,19276,17346,32776,7854080,16390
gemm-dse:gemm-2-1-0-2-0-3-4,3,2,1,3,1,6,8,4.0,2.92,442425,442425,122,258,26668,25747,32778,393240,16401
gemm-dse:gemm-1-1-2-1-1-1-3,2,2,3,2,2,2,6,4.0,2.92,311338,311338,108,136,15657,11125,32777,262154,16401
gemm-dse:gemm-1-3-3-0-2-0-1,2,4,4,1,4,1,2,4.0,2.92,1335316,1335316,98,128,12760,6900,32776,1286144,16391
gemm-dse:gemm-2-3-1-1-2-1-0,3,4,2,2,4,2,1,4.0,2.92,10780693,10780693,130,32,10645,9067,32777,10731520,16391
gemm-dse:gemm-0-3-3-2-2-4-0,1,4,4,3,4,8,1,4.0,2.92,7741471,7741471,114,130,16534,12488,32777,7692288,16401
gemm-dse:gemm-0-3-2-0-2-3-0,1,4,3,1,4,6,1,4.0,2.92,12025887,12025887,102,96,14345,12846,32777,11976704,16401
gemm-dse:gemm-3-3-3-1-1-4-0,4,4,4,2,2,8,1,4.0,2.92,7667731,7667731,98,64,7895,9479,32776,7618560,16390
gemm-dse:gemm-3-2-2-0-1-3-3,4,3,3,1,2,6,6,4.0,2.92,589883,589883,134,514,49219,43862,32778,540698,16401
gemm-dse:gemm-2-2-1-0-1-2-3,3,3,2,1,2,4,6,4.0,2.92,1097803,1097803,104,514,50928,34479,32778,1048628,16391
gemm-dse:gemm-0-3-3-2-2-2-3,1,4,4,3,4,4,6,4.0,2.92,180267,180267,114,978,74472,32037,32777,131083,16401
gemm-dse:gemm-0-0-2-3-1-4-4,1,1,3,4,2,8,8,4.0,2.92,1097769,1097769,108,128,15648,17175,32777,1048585,16401
gemm-dse:gemm-0-1-3-0-0-1-0,1,2,4,1,1,2,1,4.0,2.92,7782420,7782420,94,8,2648,2982,32776,7733248,16391
